Title,Description,Link,Organisation,Type of Organisation,Country,Language,Key Area,Sector,Scope
Di-Plast: developing digital quality control for recyclate PM material flow,"Use of recycled plastic material (rPM) in North West Europe is homogeneously low. In packaging and building, the highest plastic-consuming sectors, only 8% of plastic employed is recyclate (Plastics Europe 2016). The Interreg NWE research project Di-Plast develops digital technology to enable complete documentation and quality assurance of recycled plastic material flows.",https://circulareconomy.europa.eu/platform/en/good-practices/di-plast-developing-digital-quality-control-recyclate-pm-material-flow,Wuppertal Institute,Research institute,EU,German,"Secondary raw materials, Innovation and investments","Chemical management, Digital solutions, Measuring circularity, Plastics, Polymers and Rubber",Regional
Overcoming challenges to recycle EPS fish boxes into new food-grade packaging,"The LIFE EPS SURE project aims to offer a technically, environmentally and economically viable solution that allows EPS fish boxes to be collected, washed and converted into new PS food contact packaging, thus closing the loop.",https://circulareconomy.europa.eu/platform/en/good-practices/overcoming-challenges-recycle-eps-fish-boxes-new-food-grade-packaging,CICLOPLAST,Business Association,Spain,Spanish,"Waste management, Secondary raw materials, Innovation and investments","Packaging, Plastics, Polymers and Rubber, Recycling",EU
"AquaponieBXL: wasteless urban farming, where food grows on water using nutrients from fish waste",AquaponieBxl is introducing aquaponics across Brussels by building urban farms where vegetables grow on water using fish waste as fertiliser.,https://circulareconomy.europa.eu/platform/en/good-practices/aquaponiebxl-wasteless-urban-farming-where-food-grows-water-using-nutrients-fish-waste,AquaponieBxl,NGO or network of NGOs,Belgium,English,"Production, Waste management, Innovation and investments","Agriculture, fertilisers and forestry, Education and skills, Food, water and nutrients",Regional
"How recyclable is this packaging, once in consumers' hands? PREP Design makes a thorough assessment.","PREP is a tool used by brand owners and packaging designers. By entering all the packaging characteristics in the platform software, a detailed report lists what happens to it when recycled by consumers and to which extent it is recyclable in real-life conditions.",https://circulareconomy.europa.eu/platform/en/good-practices/how-recyclable-packaging-once-consumers-hands-prep-design-makes-thorough-assessment,PREP Design,Business,United Kingdom,English,Innovation and investments,"Empowering Consumers, Measuring circularity","International, EU"
ReWeee: Reducing Waste Electrical and Electronic Equipment in Greece,The ReWeee Project aims to prevent the creation of Waste Electrical and Electronic Equipment (WEEE) and to demonstrate that WEEE can be efficiently sorted and re-used.,https://circulareconomy.europa.eu/platform/en/good-practices/reweee-reducing-waste-electrical-and-electronic-equipment-greece,Appliances Recycling SA,Private company,Greece,English,Waste management,"Digital solutions, Electronics and ICT, Empowering Consumers, Research, Waste management & Secondary Raw Materials",EU
Turning waste into energy by co-generation using biomass,Genesis Biopartner has built a plant for the co-generation of thermal energy (heat) and mechanical energy (electricity) from biogas in Romania.,https://circulareconomy.europa.eu/platform/en/good-practices/turning-waste-energy-co-generation-using-biomass,SC Genesis-Biotech SRL,Business,Romania,Romanian,Innovation and investments,"Bioeconomy and Biomimicry, Energy and waste-to-energy, Waste management & Secondary Raw Materials",Other (Local industrial cluster)
The Ecotic Caravan - WEEE collection and awareness campaigns,"The educational project Ecotic Caravan co-financed by LIFE+, ran between 2014 and 2016 and aimed to raise awareness on environmental protection and sustainable development by focusing on efficient management of WEEE waste. The caravan travelled across Romania, organized workshops with school children and was parked in the main squares so that the general public could easily interact also.",https://circulareconomy.europa.eu/platform/en/good-practices/ecotic-caravan-weee-collection-and-awareness-campaigns,Ecotic,NGO or network of NGOs,Romania,English,Innovation and investments,Education and skills,National
Transforming waste into resources,"Green Group Holding: integrated waste management solutions for six main waste streams associated with households and SMEs (WEEE, plastics, PET, glass, lighting bulbs, cardboard) are now available in Romania as a pioneer development for South Eastern Europe via a private investment starting back in 2012.",https://circulareconomy.europa.eu/platform/en/good-practices/transforming-waste-resources,Green Group Holding,Business,Romania,English,Waste management,"Ceramics and Glass, Chemical management, Electronics and ICT, Plastics, Polymers and Rubber, Waste management & Secondary Raw Materials",National
Chants Libres - a pilot project combining professional furniture upcycling and social enterprise,"Atelier Extramuros is a social enterprise specialised in upcycling in the furniture sector, using reclaimed material from discarded professional furniture.Chants Libresis a new pilot project aiming at improving recycled material sourcing - with the support of Valdelia - and designing protoypes for the professional furnishing sector.",https://circulareconomy.europa.eu/platform/en/good-practices/chants-libres-pilot-project-combining-professional-furniture-upcycling-and-social-enterprise,Extramuros,Business,France,French,"Production, Waste management, Secondary raw materials, Innovation and investments","Furniture, Repair, Refurbishment, Remanufacture, Repurpose, Social Enterprise, Social impact",National
Circular cement: processing waste to create cement in a circular economy,"Every year, 2.5 billion tonnes of waste is produced in Europe. Thanks to its production process, the cement industry is able to use waste both as a fuel source and for secondary mineral materials.",https://circulareconomy.europa.eu/platform/en/good-practices/circular-cement-processing-waste-create-cement-circular-economy,CEMBUREAU - The European Cement Association,Other,Other (Europe),English,Waste management,"Cement, Steel, Chemicals, Construction, Buildings and Infrastructure, Waste management & Secondary Raw Materials",EU
The 48er-Tandler Re-use Shop – A Waste Prevention and Re-use Initiative of the City of Vienna,"Vienna's Municipal Department 48, responsible for the city's waste management, has been active in re-use since 1989, when the city’s first re-use shop was founded. In Summer 2015, the Department opened the 48-er Tandler: a mobile re-use shop where citizens can buy affordable, quality second-hand goods and whose proceeds go entirely to charity.",https://circulareconomy.europa.eu/platform/en/good-practices/48er-tandler-re-use-shop-waste-prevention-and-re-use-initiative-city-vienna,"City of Vienna – Municipal Department 48 – Waste Management, Street Cleaning and Vehicle Fleet",Regional authority,Austria,German,"Consumption, Waste management","Public services, Repair, Refurbishment, Remanufacture, Repurpose, Waste management & Secondary Raw Materials","Cities, Municipalities"
Virtuous recycling of end-of-life tyres by Ecopneus,Ecopneus is a non-profit consortium company consisting of the largest tyre manufacturers in Italy. It currently handles 70% of the tyres that reach the end of their life-cycles.,https://circulareconomy.europa.eu/platform/en/good-practices/virtuous-recycling-end-life-tyres-ecopneus,Ecopneus,Other,Italy,Italian,Secondary raw materials,"Chemical management, Plastics, Polymers and Rubber, Recycling",National
Ecoplasteam recycles multi-layer packaging integrally to produce EcoAllene,"Ecoplasteam has created a new plastic material - EcoAllene™​ - integrally recycled, this material contains two of the three layers - paper, polyethylene and aluminium - of ""tetrapak"" packaging.",https://circulareconomy.europa.eu/platform/en/good-practices/ecoplasteam-recycles-multi-layer-packaging-integrally-produce-ecoallene,Ecoplasteam S.p.A.,Business,Italy,English,Secondary raw materials,"Packaging, Plastics, Polymers and Rubber, Recycling",International
Providing those in need with the food we waste - Food Waste Cluj is leading the pack on socio-circular innovation in Romania,"Food Waste Combat Cluj is one of the first multi-stakeholder initiatives combating food loss and food waste in Romania. Working in partnership, local environmental associations and municipal authorities have been able to set up an infrastructure that collects excess food from the food and drinks industry and transports this to social NGOs helping out people in need.",https://circulareconomy.europa.eu/platform/en/good-practices/providing-those-need-food-we-waste-food-waste-cluj-leading-pack-socio-circular-innovation-romania,Banca de Alimente Cluj,Multi-stakeholders association,Romania,Romanian,"Consumption, Waste management","Food, water and nutrients, Social impact",N/A
"By experimenting with recycled water bottles as material for internal components, Océ discovered the drivers and barriers to using recycled plastic in manufacturing","In designing the varioPrint 135, Océ partnered with the Netherlands Enterprise Agency and Philips to experiment with the use of recycled plastic in the production of industrial printers. The company has made a further step towards circular economy and succeeded in developing an internal component that contains at least 30% post-consumer recycled polycarbonate.",https://circulareconomy.europa.eu/platform/en/good-practices/experimenting-recycled-water-bottles-material-internal-components-oce-discovered-drivers-and-barriers-using,Oce Technologies,Business,Netherlands,Dutch,"Production, Secondary raw materials","B2B services, Machinery and Equipment, Research",EU
"Orange Fiber squeezes orange peel into versatile, biodegradable textile","Orange Fiber has closed the loop for oranges by patenting a technique to squeeze orange peel and citrus waste into cellulose fibre. With growing demand for sustainable fashion, the company is well placed to commence production in 2019, having already prototyped a collection with Salvatore Ferragamo and won the Global Change Awars",https://circulareconomy.europa.eu/platform/en/good-practices/orange-fiber-squeezes-orange-peel-versatile-biodegradable-textile,N/A,Business,Italy,English,"Production, Secondary raw materials","Industrial symbiosis, Textiles, apparel and leather, Waste management & Secondary Raw Materials","National, EU"
Pura's Blue Right: cleaning with purely circular products,"The Pura Production Group is clearly committed to sustainable production. Pura's flagship Blue Right line for hotels and offices is a circular economy front runner: the floor, interior, sanitary and kitchen cleaners are produced without hazardous chemicals, sold in portion-controlled compostable packaging and lead to zero waste after use.",https://circulareconomy.europa.eu/platform/en/good-practices/puras-blue-right-cleaning-purely-circular-products,Pura Production Group,Business,Netherlands,Dutch,"Production, Innovation and investments","B2B services, Packaging, Plastics, Polymers and Rubber","National, EU"
Compastor Technology: composting in a different way,"Composting is the most natural method to create fertilisers, but not many people use it as it's a slow and complex process. To encourage composting, Compastor Technology has bred a genuine composting worm. When this worm is combined with a compost inoculant, green and organic waste is turned into fertiliser quickly and efficiently while using fully natural ingredients.",https://circulareconomy.europa.eu/platform/en/good-practices/compastor-technology-composting-different-way,Compastor Technolology,Private company,Hungary,Hungarian,"Waste management, Secondary raw materials",Bioeconomy and Biomimicry,"National, Municipalities, EU"
"Elak Electronics sells online, but hasn't bought any packaging since 2017",Elak is a family-run electronics store in Brussels which has adopted a circular approach to its e-commerce activities from the onset.,https://circulareconomy.europa.eu/platform/en/good-practices/elak-electronics-sells-online-hasnt-bought-any-packaging-2017,Elak Electronics,Business,Belgium,French,"Consumption, Secondary raw materials","Packaging, Refuse, Re-think, Reduce",National
Functional economy: you don't need to own a Fairphone to enjoy its durability,Commown is a French cooperative that offers 'Hardware as as Service (HaaS)' for Fairphones and personal computers.,https://circulareconomy.europa.eu/platform/en/good-practices/functional-economy-you-dont-need-own-fairphone-enjoy-its-durability,Commown cooperative,Other,France,French,Consumption,"Electronics and ICT, Personal and household goods, Product as a Service",National
Kierrätyskeskus: a growing chain of big box re-use stores across Helsinki,"Kierrätyskeskus is a growing chain of seven big box re-use stores, selling all possible furniture, household items and craft supplies in the Helsinki area.",https://circulareconomy.europa.eu/platform/en/good-practices/kierratyskeskus-growing-chain-big-box-re-use-stores-across-helsinki,Kierrätyskeskus,Business,Finland,English,"Consumption, Waste management","Education and skills, Empowering Consumers, Retail, Reuse",National
"Favini's upcycled ecological papers: Shiro Alga Carta, tackles harmful algae","Shiro Alga Carta paper, patented by Favini in the ’90s, is the pioneer in their upcycling ecological paper range. It uses algae from the Venice lagoon, whose proliferation would put at risk the lagoon’s fragile ecosystem.",https://circulareconomy.europa.eu/platform/en/good-practices/favinis-upcycled-ecological-papers-shiro-alga-carta-tackles-harmful-algae,Favini,Business,Italy,English,Production,Pulp and Paper Industry (PPI),EU
"Favini's upcycled ecological papers: Remake, the soft touch of leather","Remake is the most recent addition to Favini's upcycling ecological paper range, using as much as 25% of pulp material from discarded residue of the leather manufacturing process. This revolutionary process has won the European Paper Recycling Awards.",https://circulareconomy.europa.eu/platform/en/good-practices/favinis-upcycled-ecological-papers-remake-soft-touch-leather,Favini,Business,Italy,English,Production,"Industrial symbiosis, Pulp and Paper Industry (PPI)",N/A
"Favini's upcycled ecological papers: Crush, uses by-products from the food industry","Crush, launched in 2012, is the second product in Favini's upcycling ecological paper range. Its production uses the equivalent of 15% of virgin pulp paper in by-products from food industry.",https://circulareconomy.europa.eu/platform/en/good-practices/favinis-upcycled-ecological-papers-crush-uses-products-food-industry,Favini,Business,Italy,English,Production,"Industrial symbiosis, Pulp and Paper Industry (PPI)",EU
Automotive industry: plastic recyclates offering prime-like performances in new parts,WIPAG recycles post-industrial and post-consumer plastic waste from several industries with its main focus on automotive parts. Both composite separation and de-coating process allow for end products with excellent performances.,https://circulareconomy.europa.eu/platform/en/good-practices/automotive-industry-plastic-recyclates-offering-prime-performances-new-parts,WIPAG Deutschland GmbH,Business,Germany,English,Secondary raw materials,"Batteries and Vehicles, Plastics, Polymers and Rubber, Recycling","National, EU"
Ballymun's boiler house is now a 3D textbook on reuse,"When Dublin's Ballymun suburb was scheduled for regeneration, a local environmental project redeveloped the neighbourhood's heating plant into a 3D textbook on repair, reuse and refurbish. The Rediscovery Centre, housed in the old boiler house, is now a cutting-edge creative space connecting people, resources and ideas that includes four social enterprises.",https://circulareconomy.europa.eu/platform/en/good-practices/ballymuns-boiler-house-now-3d-textbook-reuse,Rediscovery Centre,Private company,Ireland,English,"Production, Secondary raw materials, Innovation and investments","Education and skills, Housing and Urban development, Recycling, Repair, Refurbishment, Remanufacture, Repurpose, Social Enterprise, Social impact",National
Desso is Cradle-to-Cradle certified throughout its production chain,Desso is specialised in producing commercial/residential carpets and artificial turf for sports fields according to the Cradle to Cradle® principles.,https://circulareconomy.europa.eu/platform/en/good-practices/desso-cradle-cradle-certified-throughout-its-production-chain,Desso,Private company,Netherlands,English,Production,"Furniture, Textiles, apparel and leather",Global
ReStart® Programme at Tarkett,"Tarkett, a world-wideleader of innovative flooring and sports surface solutions, has introduced a take-back Restart® programme in Europe and North America to collect flooring, which then is sorted and selected as a source of quality raw materials to be used in Tarkett's own production process.",https://circulareconomy.europa.eu/platform/en/good-practices/restartr-programme-tarkett-0,Tarkett,Private company,France,English,"Production, Waste management, Secondary raw materials","B2B services, Circular design, Construction, Buildings and Infrastructure, Corporate Procurement, Recycling",International
Wiltz - a Circular Economy Hotspot in the heart of Ardennes,"In October 2015 the Luxembourg government named the municipality of Wiltz a Circular Economy Hotspot.  In February 2018 Wiltz renewed its political commitment with a Circular Economy Charter signed by its municipal council, by which it committed itself to mainstreaming circular economy in its future project and activities.",https://circulareconomy.europa.eu/platform/en/good-practices/wiltz-circular-economy-hotspot-heart-ardennes,Wiltz Municipality,Local authority,Luxembourg,French,"Production, Waste management, Innovation and investments","Public services, Repair, Refurbishment, Remanufacture, Repurpose",Regional
SuperDrecksKëscht® for a sound treatment of available raw material and energy sources,"SuperDrecksKëscht®promotes the creation of an environment-friendly society that protects its energy and resources, as part of the Luxembourg waste management strategy.",https://circulareconomy.europa.eu/platform/en/good-practices/superdreckskeschtr-sound-treatment-available-raw-material-and-energy-sources,SuperDrecksKëscht,Public service,Luxembourg,English,Waste management,"Awareness raising, Empowering Consumers, Recycling",National
Luxembourg at the forefront of WEEE processing in Europe,"Ecotrel is the waste electrical and electronic equipment (EEE) recycling association for all of Luxembourg which has recently launched a ""circularity and solidarity cluster"" of business and social enterprises. These take back WEEE in order to re-use, disassemble or recycle it, and also to delete the personal data still stored in electronic waste.",https://circulareconomy.europa.eu/platform/en/good-practices/luxembourg-forefront-weee-processing-europe,Ecotrel Asbl,Business Association,Luxembourg,English,"Waste management, Secondary raw materials","Behavioural incentives, Electronics and ICT, Empowering Consumers",N/A
Luxembourg's Climate Pact now also mainstreams circular economy in local policy,"The Climate Pact, which was set up by Luxembourg's Ministry of Sustainable Development and Infrastructure in order to enable municipalities wishing to actively tackle climate change to request State support by signing an engagement charter, now includes measures on circular economy.",https://circulareconomy.europa.eu/platform/en/good-practices/luxembourgs-climate-pact-now-also-mainstreams-circular-economy-local-policy,Ministry of Sustainable Development and Infrastructure,National authority,Luxembourg,French,"Production, Consumption, Waste management, Innovation and investments","Governance, Public procurement, Public services",N/A
Wastly facilitates marketing of secondary raw materials thanks to its BtoB online platform,Wastly is a B2B online platform for the marketing of secondary raw materials (SRM) resulting from waste recovery and recycling.,https://circulareconomy.europa.eu/platform/en/good-practices/wastly-facilitates-marketing-secondary-raw-materials-thanks-its-btob-online-platform,WASTLY SRL,Private company,Italy,Italian,Secondary raw materials,"B2B services, Digital solutions, Recycling, Waste management & Secondary Raw Materials",N/A
"Fairphone created the world's first ethical, modular smartphone","The Fairphone 3, launched in 2019, is one of the first modular smartphones, with components designed for longer use first and refurbishment when they finally break down.",https://circulareconomy.europa.eu/platform/en/good-practices/fairphone-created-worlds-first-ethical-modular-smartphone,Fairphone,Business,Netherlands,English,"Production, Innovation and investments","Circular design, Electronics and ICT",N/A
Vanhulley: New products from textile waste,"Van Hulley is a Dutch SME that upcycles worn-out shirts into boxershorts, employing disadvantaged women as seamstresses every year and training them to join the labour market more permanently.",https://circulareconomy.europa.eu/platform/en/good-practices/vanhulley-new-products-textile-waste-0,Vanhulley,Business,Netherlands,Dutch,"Production, Secondary raw materials","Circular action for climate neutrality, Clothing and Fashion industry, Education and skills, Recycling, Repair, Refurbishment, Remanufacture, Repurpose",National
Infinited Fiber regenerates cotton-rich textile waste into brand-new Infinna™ textile fibers,"Infinited Fiber has developed a process technology that can turn cotton rich textile waste into new fibers for the textile industry. Not just once, but infinitely. These new Infinna™ textile fibers can be recycled again and again without decreasing the quality of the fiber.",https://circulareconomy.europa.eu/platform/en/good-practices/infinited-fiber-regenerates-cotton-rich-textile-waste-brand-new-infinnatm-textile-fibers,Infinited Fiber,Business,Finland,English,"Secondary raw materials, Innovation and investments","Clothing and Fashion industry, Industrial techniques, Recycling, Textiles, apparel and leather",International
"ShareWear showed 340,000 consumers fashion can be borrowed, not only bought","ShareWear, a part of the Swedish Democreativity initiative, was launched to inspire a sustainable way to be fashionable. A ready-to-share collection with Swedish fashion items allowed consumers to borrow unique clothing - but only if they shared it forward.",https://circulareconomy.europa.eu/platform/en/good-practices/sharewear-showed-340000-consumers-fashion-can-be-borrowed-not-only-bought,ShareWear,Corporate campaign or initiative,Sweden,Swedish,"Secondary raw materials, Innovation and investments","Clothing and Fashion industry, Personal and household goods, Product as a Service",National
Ghent's circular approach is turning its Old Dockyards brownfield into waterfront housing,"In Ghent, Belgium, the circular economy brings together companies, institutions, governments and citizens on the way to sustainability. The Old Dockyards is a waterfront housing project where closing loops at the district level is key. Approximately 1,500 housing units will be constructed through public-private partnerships (PPPs).",https://circulareconomy.europa.eu/platform/en/good-practices/ghents-circular-approach-turning-its-old-dockyards-brownfield-waterfront-housing,City of Ghent,Local authority,Belgium,English,Innovation and investments,"Empowering Consumers, Housing and Urban development, Public services, Repair, Refurbishment, Remanufacture, Repurpose",Cities
The Saint-Gobain Gypsum Activity at the head of Circular Economy,"Taking advantage of the eternal recyclability of Gypsum, Saint-Gobain's gypsum subsidiary already launched a voluntary and ambitious policy in 2000 to encourage the recycling of pre- and post-consumer gypsum waste.",https://circulareconomy.europa.eu/platform/en/good-practices/saint-gobain-gypsum-activity-head-circular-economy,Saint-Gobain Gyproc,Business,France,English,"Waste management, Secondary raw materials","Cement, Steel, Chemicals, Construction, Buildings and Infrastructure",N/A
Saint-Gobain's ISOVER is a pioneer in recycling glass wool,"Glass wool is infinitely and completely recyclable. Regardless of the glass wool’s quality, age, density or other properties, the material is entirely recyclable and can be re-melted as many times as necessary, before entering into the composition of new insulating products, without having its final quality impacted.",https://circulareconomy.europa.eu/platform/en/good-practices/saint-gobains-isover-pioneer-recycling-glass-wool,Saint-Gobain ISOVER,Business,France,English,"Waste management, Secondary raw materials","B2B services, Construction, Buildings and Infrastructure, Recycling",N/A
Water2REturn turns wastewater into added-value agricultural products,Water2REturn is an Innovation Action co-funded by the European Commission under its Horizon 2020 (H2020) programme.,https://circulareconomy.europa.eu/platform/en/good-practices/water2return-turns-wastewater-added-value-agricultural-products,BIOAZUL S.L.,Business,Spain,English,"Waste management, Secondary raw materials","Agriculture, fertilisers and forestry, Food, water and nutrients, Industrial symbiosis, Recover, Regenerative economy",N/A
Kalundborg Symbiosis: six decades of a circular approach to production,"Kalundborg Symbiosis is a partnership between nine public and private companies in Kalundborg, Denmark.",https://circulareconomy.europa.eu/platform/en/good-practices/kalundborg-symbiosis-six-decades-circular-approach-production,Kalundborg Symbiosis,Public-private partnership,Denmark,English,"Production, Waste management, Secondary raw materials, Innovation and investments","Industrial symbiosis, Pharmaceuticals, Power and utilities, Recycling, Refineries",N/A
"Metsä Group’s bioproduct mill in Äänekoski, Finland, leads the way towards a carbon neutral society","Metsä Group built the first next-generation bioproduct mill in Äänekoski, Finland – the largest investment of the European forest industry with the value of EUR 1.2 billion. The new mill, which began operations in the third quarter of 2017, leads the industry to a new era of resource efficiency through operating completely with no fossil fuels or fossil CO2emissions.",https://circulareconomy.europa.eu/platform/en/good-practices/metsa-groups-bioproduct-mill-aanekoski-finland-leads-way-towards-carbon-neutral-society,Metsä Group,Business,Finland,English,"Production, Secondary raw materials","Agriculture, fertilisers and forestry, Bioeconomy and Biomimicry",N/A
UpCycle City contest - City of Almere,The municipality of Almere aspires to become a waste-free and energy-neutral city by 2022. The administration wants to bring the business community and knowledge institutes’ innovative power together to enable co-creation in the field of waste management and upcycling in the urban context.,https://circulareconomy.europa.eu/platform/en/good-practices/upcycle-city-contest-city-almere,City of Almere,Local authority,Netherlands,Dutch,"Waste management, Secondary raw materials, Innovation and investments","Governance, Public services, Repair, Refurbishment, Remanufacture, Repurpose",Cities
London Waste and Recycling is delivering on the circular economy with stakeholder buy-in,"London is among one the world’s most cosmopolitan and oldest cities, and one of the most cosmopolitan. As Britain’s largest city and country’s economic, transportation and cultural capital, over 8 million people live in London. A more flexible and sustainable approach to products, housing, office space and critical infrastructure is crucial to London’s ability to adapt and grow.",https://circulareconomy.europa.eu/platform/en/good-practices/london-waste-and-recycling-delivering-circular-economy-stakeholder-buy,London Waste and Recycling Board,Local authority,United Kingdom,English,Waste management,"Public services, Waste management & Secondary Raw Materials",Cities
From waste to resources: Genoa looks ahead to a circular economy,"Genoa set itself an objective to close the loop on waste materials by taking advantage of treatment plants in the city's immediate vicinity. By adopting a long-term and territorially integrated approach, the city intends to achieve higher recycling rates within five years and strengthen the circular economy locally.",https://circulareconomy.europa.eu/platform/en/good-practices/waste-resources-genoa-looks-ahead-circular-economy,City of Genoa,Local authority,Italy,English,Waste management,"Public services, Waste management & Secondary Raw Materials",Cities
Industrial territorial ecology improves energy efficiency for the Port of Strasbourg,"With half a million inhabitants, the ‘Eurométropole’ of Strasbourg is a collection of 33 municipalities and represents a centre of activity in the east of France. Deeply committed to energy transition, the Eurométropole adopted a climate plan in 2009 aimed at energy savings, the reduction of greenhouse gas (GHG) emission and the development of renewable energies.",https://circulareconomy.europa.eu/platform/en/good-practices/industrial-territorial-ecology-improves-energy-efficiency-port-strasbourg,Eurométropole of Strasbourg,Local authority,France,English,Waste management,"Energy and waste-to-energy, Housing and Urban development, Industrial symbiosis, Public services",Cities
Ljubljana turned invasive plants into recycled paper,"Ljubljana is faced with significant overgrowth of Japanese knotweed, a plant on the list of 100 most invasive non-native species worldwide. Ljubljana teamed up with the Re-generacija collective of young designers and architects focused on issues connected to social and environmental well-being, as well as some other stakeholders, to prevent excessive overgrowth of the plant and reuse it.",https://circulareconomy.europa.eu/platform/en/good-practices/ljubljana-turned-invasive-plants-recycled-paper,City of Ljubljana,Local authority,Slovenia,English,Production,"Bioeconomy and Biomimicry, Pulp and Paper Industry (PPI), Recycling",Cities
Utrecht used recycled asphalt for the Cremerstraat cycle lane to reduce resource input,"Utrecht, one of the four biggest cities in the Netherlands, aims to be climate neutral in 2030 and to reach a fully circular economy by 2050. In a shorter term, Utrecht is committed to increasing its share of circular procurement from 4% of the annual spend in 2016 to 10% by 2020. Utrecht’s sustainable vision is also reflected in its aspiration to become the most bike-friendly city in the world.",https://circulareconomy.europa.eu/platform/en/good-practices/utrecht-used-recycled-asphalt-cremerstraat-cycle-lane-reduce-resource-input,City of Utrecht,Local authority,Netherlands,English,Innovation and investments,"Construction, Buildings and Infrastructure, Public services, Recycling",Cities
Sfridoo enables manufacturers to purchase and sell industrial scraps,"Sfridoo.com is an Italian B2B publishing platform for purchasing and selling scrap materials. Using sharing economy princples to turn the circular economy into a reality, Sfridoo has already enabled more than 100 businesses to recycle and reuse industrial scraps.",https://circulareconomy.europa.eu/platform/en/good-practices/sfridoo-enables-manufacturers-purchase-and-sell-industrial-scraps,Sfridoo S.r.l.,Business,Italy,Italian,Waste management,"B2B services, Digital solutions, Recycling, Waste management & Secondary Raw Materials",N/A
Lyon Metropole regenerates brownsites into fertile ground,"Lyon Métropole, which includes 59 municipalities and 1 300 000 inhabitants, wants to build a sustainable future for its citizens. The Métropole relies on green investments to face environmental challenges. Lyon is also committed to building circular solutions for the region and has been recognised as a ‘zero waste territory’ (territoire zéro déchet, zéro gaspillage) since 2015.",https://circulareconomy.europa.eu/platform/en/good-practices/lyon-metropole-regenerates-brownsites-fertile-ground,Lyon Metropole,Local authority,France,English,Waste management,"Cement, Steel, Chemicals, Chemical management, Public services, Recover, Regenerative economy, Soils, soil improvement and restoration",Cities
Oslo takes an integrated approach to treat waste into circular bio-resources,"Oslo has been developing a waste management system based on circular principles to ensure separate waste collection is maximised and transform waste into secondary raw materials. To do so it has actively engaged with citizens, farmers as well as with its city’s public transportation company.",https://circulareconomy.europa.eu/platform/en/good-practices/oslo-takes-integrated-approach-treat-waste-circular-bio-resources,City of Oslo,Local authority,Other (Norway ),English,Secondary raw materials,"Empowering Consumers, Public services, Waste management & Secondary Raw Materials",Cities
Turin spurs social inclusion with projects reducing food waste and increasing recycling,"Facing dramatic deindustrialisation and an uncertain future, the city of Turin implemented processes that paired physical redevelopment with strategic planning to promote citywide revitalisation and economic restructuring in the 1990s. While the transformation has been profound, current challenges call for more circular strategies and an inclusive approach.",https://circulareconomy.europa.eu/platform/en/good-practices/turin-spurs-social-inclusion-projects-reducing-food-waste-and-increasing-recycling,City of Turin,Local authority,Italy,English,Waste management,"Food, water and nutrients, Public services, Social impact, Waste management & Secondary Raw Materials",Cities
Munich develops a secondhand store to kickstart its local circular economy,"Munich has taken its ambitious waste reduction strategy to the next level by developing an innovative reuse lab and shop concept. Its Halle 2 municipal secondhand store not only enables citizens to take responsibility for living more sustainably, it also provides opportunities for job creation, educational programmes and voluntary activities.",https://circulareconomy.europa.eu/platform/en/good-practices/munich-develops-secondhand-store-kickstart-its-local-circular-economy,City of Munich,Local authority,Germany,English,Waste management,"Public services, Repair, Refurbishment, Remanufacture, Repurpose, Reuse, Social Enterprise, Social impact",Cities
Dusseldorf is moving towards sustainable procurement with recycled office paper,"As a densely populated and economically powerful urban area, the city of Dusseldorf recognised the challenge of climate change early on and initiated a process of low carbon and zero waste strategy development.",https://circulareconomy.europa.eu/platform/en/good-practices/dusseldorf-moving-towards-sustainable-procurement-recycled-office-paper,City of Dusseldorf,Local authority,Germany,English,Waste management,"Public procurement, Public services",Cities
Amsterdam is going Circular smartly with 'learning by doing',"In 2015, Amsterdam commissioned an in-depth study on the potential of a circular economy. The project was the first large-scale research study in the world that uses the ‘city circle scan’ methodology. The scan identifies the areas in which the most significant, tangible progress in realising a circular economy can be achieved.",https://circulareconomy.europa.eu/platform/en/good-practices/amsterdam-going-circular-smartly-learning-doing,City of Amsterdam,Local authority,Netherlands,English,Secondary raw materials,"Construction, Buildings and Infrastructure, Public services, Research, Waste management & Secondary Raw Materials",Cities
Birmingham is working to reduce emissions and waste through Industrial Symbiosis,Birmingham is Britain’s youngest and fastest growing city having also the strongest economy outside the capital and being one of the first cities to adopt a proactive industrial symbiosis approach to develop a medium and long-term strategy for sustainable economic development. The projects born from the industrial symbiosis approach are part of Birmingham’s circular economy strategy.,https://circulareconomy.europa.eu/platform/en/good-practices/birmingham-working-reduce-emissions-and-waste-through-industrial-symbiosis,Birmingham City Council,Local authority,United Kingdom,English,Production,"Industrial symbiosis, Public services",Cities
3R pyrolysis technology converts un-exploited biomass resources into bio-phosphate,Terra Humana's 3R zero emission pyrolysis and nutrient recovery technology transform animal by-products into safe and high value Bio-Phosphate fertiliser.,https://circulareconomy.europa.eu/platform/en/good-practices/3r-pyrolysis-technology-converts-un-exploited-biomass-resources-bio-phosphate,Terra Humana Ltd.,Business,Hungary,English,Secondary raw materials,"Agriculture, fertilisers and forestry, Food, water and nutrients, Waste management & Secondary Raw Materials",N/A
